"---","SkeletalMesh","StaticMesh","LoopingAnimation","AlertAnimation","RunAnimation","MeshRelativeLocation","MeshRelativeRotation","MeshRelativeScale","bLoopAnimation","bAutoGroundToActorOrigin"
"Ocean_CrabGuard","","/Game/Characters/Enemies/Regular/Ocean_CrabGuard/QuadRetro/SM_Ocean_CrabGuard_QuadRetro.SM_Ocean_CrabGuard_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=0.823746,Y=0.823746,Z=0.823746)","false","true"
"Ocean_DrownedSailor","","/Game/Characters/Enemies/Regular/Ocean_DrownedSailor/QuadRetro/SM_Ocean_DrownedSailor_QuadRetro.SM_Ocean_DrownedSailor_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=0.912916,Y=0.912916,Z=0.912916)","false","true"
"Ocean_Jellyfish","","/Game/Characters/Enemies/Regular/Ocean_Jellyfish/QuadRetro/SM_Ocean_Jellyfish_QuadRetro.SM_Ocean_Jellyfish_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=0.927636,Y=0.927636,Z=0.927636)","false","true"
"Ocean_SharkPup","","/Game/Characters/Enemies/Regular/Ocean_SharkPup/QuadRetro/SM_Ocean_SharkPup_QuadRetro.SM_Ocean_SharkPup_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=0.449691,Y=0.449691,Z=0.449691)","false","true"
"Ocean_GhostRay","","/Game/Characters/Enemies/Regular/Ocean_GhostRay/QuadRetro/SM_Ocean_GhostRay_QuadRetro.SM_Ocean_GhostRay_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=0.734952,Y=0.734952,Z=0.734952)","false","true"
"Martian_DroneGrunt","","/Game/Characters/Enemies/Regular/Martian_DroneGrunt/QuadRetro/SM_Martian_DroneGrunt_QuadRetro.SM_Martian_DroneGrunt_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=0.908337,Y=0.908337,Z=0.908337)","false","true"
"Martian_CrystalCrawler","","/Game/Characters/Enemies/Regular/Martian_CrystalCrawler/QuadRetro/SM_Martian_CrystalCrawler_QuadRetro.SM_Martian_CrystalCrawler_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=0.911857,Y=0.911857,Z=0.911857)","false","true"
"Martian_PlasmaSpitter","","/Game/Characters/Enemies/Regular/Martian_PlasmaSpitter/QuadRetro/SM_Martian_PlasmaSpitter_QuadRetro.SM_Martian_PlasmaSpitter_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=0.631511,Y=0.631511,Z=0.631511)","false","true"
"Martian_RocketLeaper","","/Game/Characters/Enemies/Regular/Martian_RocketLeaper/QuadRetro/SM_Martian_RocketLeaper_QuadRetro.SM_Martian_RocketLeaper_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=0.901102,Y=0.901102,Z=0.901102)","false","true"
"Martian_SaucerDrone","","/Game/Characters/Enemies/Regular/Martian_SaucerDrone/QuadRetro/SM_Martian_SaucerDrone_QuadRetro.SM_Martian_SaucerDrone_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=0.758363,Y=0.758363,Z=0.758363)","false","true"
"Hell_Imp","","/Game/Characters/Enemies/Regular/Hell_Imp/QuadRetro/SM_Hell_Imp_QuadRetro.SM_Hell_Imp_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=0.929076,Y=0.929076,Z=0.929076)","false","true"
"Hell_BoneKnight","","/Game/Characters/Enemies/Regular/Hell_BoneKnight/QuadRetro/SM_Hell_BoneKnight_QuadRetro.SM_Hell_BoneKnight_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=0.914481,Y=0.914481,Z=0.914481)","false","true"
"Hell_FireSkull","","/Game/Characters/Enemies/Regular/Hell_FireSkull/QuadRetro/SM_Hell_FireSkull_QuadRetro.SM_Hell_FireSkull_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=0.937716,Y=0.937716,Z=0.937716)","false","true"
"Hellhound","","/Game/Characters/Enemies/Regular/Hellhound/QuadRetro/SM_Hellhound_QuadRetro.SM_Hellhound_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=0.641686,Y=0.641686,Z=0.641686)","false","true"
"Hell_Gargoyle","","/Game/Characters/Enemies/Regular/Hell_Gargoyle/QuadRetro/SM_Hell_Gargoyle_QuadRetro.SM_Hell_Gargoyle_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=0.895376,Y=0.895376,Z=0.895376)","false","true"
